Ext.ID,Museum.Institution,Sampling.date,Catalogue.accession,Species,Collection.notes,Sex,Age,Year,Country,Region,Locality,Oral.health,Photo,Appearance,Sample.collected.from,Sampling.comments,Ext.Date,Sample.weight..g.,Qubit.concentration..ng.ul.,Qubit.date,Ext.comments,LP.date,Extract.vol.used,LP_BC_p5,LP_BC_p7,P5.Index,P7.Index,LP.copies,Ind.date,LP.vol.used,Ind.cycles,Ind.copies,Pool,Pooled.volume..ul.,Deep.Pool,Deep.Pool.vol,Instrument.model,archive,archive_project,archive_accession,project_name,publication_doi,download_links,download_md5s
MV_139,NHM Vienna,20230220,29571,Rupicapra rupicapra,"B�rwiesbaden S Sperriedl, Gem Gaming, Niederosterreich 15 April 1980 (6 Sch 5) G Schobesberger leg F.verw Rotschild don.�",female,,1980,Austria,,,,N,,all molars,,20230814,0.013,26,20230815,,20230821,10,15,2,6,6,86400000,20230908,12,11,9.67e+09,Pool C,4,Pool X,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_140,NHM Vienna,20230220,29570,Rupicapra rupicapra,"�ber d Wasserb�ndl, E D�rrenstein-Massiv Gem Gaming, N� 13 April 1980 G Schobesberger leg F.verw Rotschild don.�",female,,1980,Austria,,,,N,,all molars,enamel easily breaks,20230816,0.012,3.5,20230818,,20230824,20,1,2,7,7,1.99e+08,20230920_7-7,12,11,4.15e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_148,NHM Vienna,20230221,5549,Giraffa camelopardalis, ,female,,1897,Kenya,,,,N,,upper molars,,20230608,0.018,0.306,20230609,,20230613,20,8,8,3,3,343000,20230616,18,10,2.2e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_167,NHM Vienna,20230223,658,Pongo pygmaeus,siehe Karteikarte Indonesien Als Geschenk an Anthropol-Ethnogr Sammlung - von dort 1885 �bernommen (AV 1885/XIII/1/2),female,,1881,Indonesia,,,,N,dark black plaque,upper and lower incisors,,20230626,0.016,2.660,20230627,,20230628,20,2,8,1,1,3.27e+08,20230724,18,11,5.9e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_169,NHM Vienna,20230223,817,Pongo pygmaeus,Borneo/Kalimantan 1852 von Hernn von Kessel gekauft (vgl NMW 812-AV 1852/I/1b),,,1852,Indonesia,,,,N,,mostly incisors,,20230723,0.025,4.31,20230724,,20230727,20,2,7,4,4,7.09e+08,20230905,12,11,1.8e+08,Pool D,5,Pool Z,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_175,NHM Vienna,20230223,3109/ST660,Pongo pygmaeus,"Tandjoeng Poera/Tandjungpura, Nordsumatra, Indonesien Februar 1908 Anton Scholz leg., Ph. Von �berlander don",female,,1908,Indonesia,,,,N,,all teeth,,20230723,0.017,6.06,20230724,,20230809,20,15,1,5,5,4.79e+08,20230907,12,11,6.54e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_201,NHM Vienna,20230208,3811,Sus scrofa,Wurde im Mai 2018 entfettet ,female,,1933,Austria,Lower Austria,Mannersdorf am Leithagebirge,,N,,all teeth,,20230707,0.011,18.1,20230708,,20230712,20,12,1,2,2,4.17e+08,20230818,18,11,1.21e+10,Pool B,3,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_202,NHM Vienna,20230208,3172,Sus scrofa,Margl ,male,,1931,Austria,Lower Austria,Mannersdorf am Leithagebirge,,Y,,all teeth,,20230609,0.01,7.560,20230610,,20230620,20,12,12,7,7,4890000,20230622,18,11,3.16e+10,Pool B,3,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_203,NHM Vienna,20230208,4229,Sus scrofa,Wurde im Mai 2018 entfetter; Margl ,?,,1932,Austria,Lower Austria,Mannersdorf am Leithagebirge,,N,,all teeth,,20230814,0.011,28.4,20230815,,20230821,10,13,11,6,6,43300000,20230908,12,11,1.39e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_204,NHM Vienna,20230208,3202,Sus scrofa,Margl ,male,,1931,Austria,Lower Austria,Mannersdorf am Leithagebirge,,Y,"white and flaky in some teeth, dark in others",all teeth,,20230613,0.033,33.900,20230614,,20230619,20,9,9,6,6,6040000,20230622,18,11,1.76e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_206,NHM Vienna,20230209,3794,Sus scrofa,Wurde im Mai 2018 entfettet ,female,,1930,Austria,Lower Austria,Mannersdorf am Leithagebirge,,N,light coloured and flaky on some teeth,mandible molars 2-4 both sides,,20230828,0.02,51,20230829,,20230830,20,9,14,7,7,1.2e+08,20230920_7-7,12,11,1.55e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_207,NHM Vienna,20230209,22737,Sus scrofa,Wurde im Mai 2018 entfettet; Sammler/Erweb: G. Schobesberger leg. et don.  ,,,1975,Austria,Lower Austria,"Strasse von Hundsheim mach Wolfsthal, PB Bruck a.d. Leitha, GB Hainburgh/Donau",,N,light coloured and flaky on some teeth,mandible molars 1-4 both sides,,20230816,0.025,16.8,20230818,,20230824,20,1,9,7,7,60200000,20230920_7-7,12,11,1.54e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_208,NHM Vienna,20230209,57731,Sus scrofa,Wiedenroth Gustav ,male,,1997,Austria,Lower Austria,Falkenstein,,Y,light coloured and flaky,"left mandible molars 1-5, right mandible molars 1-3",,20230816,0.016,12.3,20230818,white plaques,20230824,20,1,12,7,7,3.82e+08,20230920_7-7,12,11,3.07e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_209,NHM Vienna,20230209,65992,Sus scrofa,Wiedenroth Gustav ,male,,2003,Austria,Lower Austria,Falkenstein,,N,light coloured and flaky,mandible molars 1-4 both sides,,20230816,0.023,18.3,20230818,white plaques,20230824,20,1,14,7,7,1.24e+08,20230920_7-7,12,11,4.62e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_210,NHM Vienna,20230209,73432,Sus scrofa,Friedrich Holzinger leg. ,male,immature,2017,Austria,Lower Austria,"Purkersdorf, Sankt Poelten",,N,light coloured and flaky on some teeth,all mandible teeth + molars 1-2 from maxilla,,20230816,0.018,18.7,20230818,,20230824,20,1,15,7,7,2.27e+08,20230920_7-7,12,11,3.84e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_211,NHM Vienna,20230209,68589,Sus scrofa,Guenter Schobesberger leg. et don.; ID: 76451 ,male,adult,2009,Austria,Lower Austria,"Gaenserndorf, Stopfenreuth",,N,light coloured and flaky on some teeth,loose teeth (mainly molars) and right side mandible molars 1-2,,20230816,0.019,31.5,20230818,,20230824,20,2,1,7,7,8.51e+08,20230920_7-7,12,11,4.77e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_212,NHM Vienna,20230209,1306,Sus scrofa,Hietzing W. ,male,,1903,Austria,Vienna,Lainzer Tiergarten,,N,white,"molars 1-3 and canines of both sides, both jaws",,20230828,0.017,10.7,20230829,,20230830,20,9,15,7,7,2e+08,20230920_7-7,12,11,4.01e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_213,NHM Vienna,20230209,8807,Sus scrofa,Wurde im Aug. 2017 entfettet; Kauf am Schlachthof durch Urschuetz 10.11.'62; ID: 65705 ,,,1962,Austria,Burgenland,,,N,white,"molars 1-4 both sides, both jaws",,20230816,0.01,5.56,20230818,,20230824,20,2,7,7,7,8170000,20230920_7-7,12,11,4.56e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_214,NHM Vienna,20230209,22757,Sus scrofa,Sammler/Erwerb: Dr. K. Bauer leg. et don. ,,,1954,Austria,Burgenland,"Verlandsungszone des Neusiedler-sees, S Jois, GB+PB Neusiedl/See",,N,,all molars,,20230816,0.016,19,20230818,,20230824,20,2,8,7,7,4.26e+08,20230920_7-7,12,11,8.78e+10,Pool A,3,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_215,NHM Vienna,20230209,34293,Sus scrofa,Sammler/Erwerb: HR i. R. Dr. Schoenmann leg. et don. ,female,,1986,Austria,Vienna,"Lainzer Tiergarten, Johannserkogel",,N,white,"mandible molars 1-2, both sides",,20230816,0.018,20,20230818,,20230824,20,2,9,7,7,53500000,20230920_7-7,12,11,1.86e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_216,NHM Vienna,20230209,73431,Sus scrofa,Lukas Zangl leg. ,female,immature,2016,Austria,Burgenland,"Unterwart, Oberwart",,N,,all teeth,small amount,20230816,0.01,4.4,20230818,"approximate weight, forgot to tare",20230824,20,2,12,7,7,1.13e+08,20230920_7-7,12,11,3.1e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_223,NHM Vienna,20230210,532,Muntiacus muntjak,Sammler/Erwerb: von Notar C. F. Bruch/Verm J. J. Heckel gek. (AV 1838/III/1) ,male,,1838,Indonesia,Java,,,N,,all molars,,20230609,0.015,4.080,20230610,,20230613,20,7,7,4,4,1100000,20230616,18,10,1.57e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_225,NHM Vienna,20230210,2931,Muntiacus muntjak,Sammler/Erwerb: Dr. V. Pietschmann ,male,,1929,Indonesia,West Java,,,Y,,,,20230801,0.021,47.6,20230802,Coloured,20230810,10,7,12,6,6,7.71e+08,20230908,12,11,7.8e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_227,NHM Vienna,20230213,7536,Camelus dromedarius,"J. Szombathy don an Anthrop. Abt., von dort erhalten (AV 1890/11/6 - Camelus arabicus) ",male,,1890,Turkey?,Asia minor,,,Y,,maxillar molars 1-2 left side,,20230608,0.023,6.550,20230609,,20230613,20,1,1,2,2,562000,20230622,18,11,3.53e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_229,NHM Vienna,20230213,5027,Hippopotamus amphibius,E.A.Zwilling ,male,,1934,Cameroon,,,,Y,,"maxilla only; left side molar and canine only buccal, right side molars only lingual","very hard to sample, lots of tooth fragmen",20230613,0.029,3.790,20230614,,20230619,20,7,7,5,5,2060000,20230621,18,12,6.8e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_230,NHM Vienna,20230213,643,Hippopotamus amphibius, ,male,,1899,Mozambique,,,,Y,,all mandible teeth,"dirty looking skull, may contain lots of soil",20230613,0.027,4.150,20230614,,20230619,20,8,8,5,5,504000,20230621,18,12,1.22e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_231,NHM Vienna,20230213,21004,Hippopotamus amphibius,"Ing. A. Hetzer (Reise A. Hetzer, E. Hetzer, O. v. Hirschberg, und K. Hofer) ",male,,1913,Sudan,Upper Nile province,Bahr el Djebel,,Y,,all mandible teeth,,20230608,0.02,5.690,20230609,,20230613,20,14,14,3,3,3320000,20230616,18,10,1.05e+10,Pool C,4,Pool W,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_232,NHM Vienna,20230213,3709&3711,Marmota marmota,"S127: 47 15'N, 13 37' E, 1500m, Smmler/Erwerb: A. Waibl leg., ex. Coll. O. Wettstein, (*) OW gab auf Ett. und in Wettstein 1927 irruemlich Lungau, ""Steiermark"" an; ",male,,1925,Austria,Salzburg,"Lessachtal, Gem. Lessach, GB Tamsweg",,Y&N,,all teeth,pooled,20230703,0.013,5.380,20230704,,20230706,20,2,14,2,2,7.6e+08,20230818,18,11,6.28e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_233,NHM Vienna,20230213,3651:2/B 1297&3651:4/B 1302,Marmota marmota,Wettstein Otto ,male,,1923,Austria,Tyrol,"Traulalm, Gem. Gschnitz",,N,,all teeth,pooled,20230703,0.01,6.910,20230704,coloured extract,20230706,20,2,15,2,2,4.41e+08,20230818,18,11,1.02e+10,Pool C,4,Pool W,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_234,NHM Vienna,20230213,31540&31542,Marmota marmota,KR 475; Schw 160; HF 91; O 32: Gew (inunteligible); Dipl-Ing. Nelbock leg et don (No 18) &H-G Wiedenroth leg. Dipl-Ing. H. Nelbock don (No. 17) ,male,,1980,Austria,Carinthia,"Jagdrevier v. Dipl.-Ing. Nelbock-Hochstetter, Obere Wolayer-Alm",,N,,all teeth,pooled,20230703,0.012,31.400,20230704,,20230706,20,7,1,2,2,4.45e+08,20230818,18,11,5.28e+09,Pool C,2,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_235,NHM Vienna,20230214,31544&31546,Marmota marmota,"KR 435; Schw 165; HF 89; O 25; H. G. Hiedenroth leg., Dipl.-Ing. Nelbock don. (No. 27) &H. G. Hiedenroth leg., Dipl.-Ing. Nelbock don. (No. 32) ",male,,1980,Austria,Carinthia,"Jagdrevier v. Dipl.-Ing. Nelbock-Hochstetter, Obere Wolayer-Alm",,N,,all teeth,pooled,20230703,0.012,7.060,20230704,coloured extract,20230706,20,7,2,2,2,2.63e+08,20230818,18,11,32100000,Pool D,5,Pool Z,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_236,NHM Vienna,20230214,31543&31541,Marmota marmota,"Dipl.-Ing. Nelboeck leg. et don. (No. 28) &H. G. Hiedenroth leg., Dipl.-Ing. Nelbock don. (No. 24) ",male,,1980,Austria,Carinthia,"Jagdrevier v. Dipl.-Ing. Nelbock-Hochstetter, Obere Wolayer-Alm",,N,,all teeth,pooled,20230703,0.012,5.070,20230704,,20230706,20,7,8,2,2,26800000,20230818,18,11,3.58e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_237,NHM Vienna,20230214,3683&3651:3,Marmota marmota,"T147: 47 01'N, 11 17'E, 1980m; Sammler/Erwerb: Dr. O. Wettstein leg. et don.; Publikation: Wttstein 1927:142 ",male,adult,1923,Austria,Tyrol,"Traulalm, Gem. Gschnitz",,N,,all teeth,pooled,20230703,0.012,11.600,20230704,coloured extract,20230706,20,7,9,2,2,3.83e+08,20230829,6,11,4.21e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_239,NHM Vienna,20230214,3419&3418&3426,Marmota marmota,"ST130: 47 25' N, 14 20' E, 1920 m; Sammler/Erwerb: Prof. DI Johann Knotek leg., a.d. Nachlass erhalten *(am Museum) ett. und. Inv. Als ""Lepus spec.?"" &ST130: 47 25' N, 14 20' E, 1920 m; Sammler/Erwerb: Prof. DI Johann Knotek leg., a.d. Nachlass erhalten &ST130: 47 25' N, 14 20' E, 1920 m; Sammler/Erwerb: Prof. DI Johann Knotek leg., a.d. Nachlass erhalten *(am Museum) ett. und inv. als ""Lepus spec.?"" bzw. ""Lepus cuniculus"" ",male,&adult&,1927,Austria,Styria,"Kl.Reitersee, Reiteralm, Strechen",,N,,all teeth,pooled,20230703,0.01,12.300,20230704,coloured extract,20230706,20,7,12,2,2,3.05e+08,20230829,6,11,39500000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_240,NHM Vienna,20230214,25121&13466,Marmota marmota,KR 350; Schw 150; HF 67.2; O 25; Gew 881; leg.: Dr. W. Sixl leg. et don. (L. Wald praep) &KR 470; Schw 200; HF 88; O 31; leg.: Dr. W. Sixl leg. et don. ,male,,1970,Austria,Carinthia,"vermutl. Poellatal, Katschberggebiet&Poellatal, Katschberggeebiet",,N,,all teeth,"pooled, still small amount",20230703,0.006,3.240,20230704,coloured extract,20230706,20,7,14,2,2,1.54e+08,20230818,18,11,33500000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_243,NHM Vienna,20230215,3712&3687/B 1300,Marmota marmota,"T147: 47 01'N, 11 17'E, 1980m; Sammler/Erwerb: Dr. O. Wettstein leg. et don.; Publikation: Wttstein 1927:142 &Wettstein Otto ",male,adult&,1923,Austria,Tyrol,"Traulalm, Gem. Gschnitz&Gschnitz",,N,,all teeth,"pooled, very dark calculus on back molars from right side&pooled",20230703,0.01,3.15,20230704,coloured extract,20230706,20,7,15,2,2,1.61e+08,20230818,18,11,10400000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_244,NHM Vienna,20230215,3689&3710,Marmota marmota,"Wettstein Otto &T148: 47 00'N, 11 20'E, 1600 m; Sammler/Erwerb: Dr. O. Wettstein leg. et don.; Publikation: Wettstein 1927:142 ",male,,1917,Austria,Tyrol,"Gschnitz&Sandestal, Gem. Gschnitz, Innsbruck",,N,,all teeth,pooled,20230613,0.011,3.000,20230614,,20230619,20,9,9,5,5,2480000,20230621,18,12,2.05e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_245,NHM Vienna,20230215,64159&64158,Marmota marmota,Preuleuthner Dr. Monika ,male,,1995,Austria,Carinthia,Heiligenblut,,N,,all teeth,"pooled, still small amount",20230703,0.01,12,20230704,,20230706,20,8,1,2,2,5.19e+08,20230818,18,11,1.99e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_247,NHM Vienna,20230215,4734,Papio anubis,Coll. E. A. Zwilling ,male,,1934,Cameroon,Tibati district,,,N,red-brown,all teeth,somewhat dirty looking skull,20230809,0.011,52,20230810,,20230815,20,15,9,4,4,5.79e+09,20230905,12,11,7.18e+09,Pool C,2,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_281,NHM Vienna,20230221,4279,Diceros bicornis,Eduard Graf Wichenburg leg. et don. ,,,1898,Somaliland,,,,N,,,,20230626,0.024,0.972,20230627,Eluted in EB instead of EBT,20230628,20,2,12,1,1,2.33e+08,20230724,18,11,9.43e+10,Pool A,3,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_282,NHM Vienna,20230221,4291/ST320,Diceros bicornis,"Ogaden Meni, Somaliland Aug 1897 Eduard Graf Wickenburg leg et don",female,adult,1897,Somalia,,,,Y,,lower molars,,20230814,0.019,0.357,20230815,,20230821,20,9,8,6,6,77600000,20230908,12,11,3.18e+10,Pool B,3,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_283,NHM Vienna,20230221,3086/ST318,Ceratotherium simum,"Lado enclave (?) Sudan, Afrika P Cotton leg Ph Oberlander (in London) erworben et don (nicht im AV)",male,,1894,Sudan,,,,Y,,lower molars,most enamel broken off/ little calculus,20230627,0.016,0.427,20230628,,20230629,20,8,1,1,1,3970000,20230720,12,10,8.14e+09,Pool C,4,Pool X,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_284,NHM Vienna,20230222,2311,Ovis ammon,Dr. G. v. Almasy leg. (*); Kauf (AV 1996/VII) ,female,,1900,Kyrgyzstan,Tjan Shan,"Bel Karasu, Nordhang d. chrebet Saryzhas",,N,,right-side mandible molars,metallic sheen,20230626,0.021,9.140,20230627,,20230628,20,14,14,9,9,2520000,20230920_remainder,12,11,1.8e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_285,NHM Vienna,20230222,18802,Ovis ammon,Ovis ammon karelini; leg.: G. Almasy 1900 (Nachlass Dipl. Ing. Tippmann) ,,,1900,Kyrgyzstan,Tjan Shan,"Cherebet Saryzhas, E-Teil des Terskej Alatau",,Y,,left-side mandible molars 1-4,metallic sheen,20230626,0.027,8.360,20230627,,20230628,20,15,15,9,9,628000,20230920_remainder,12,11,5.23e+10,Pool A,3,Pool T,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_286,NHM Vienna,20230222,2309/B 4888,Ovis ammon,Dr. G. v. Almasy leg. (*); Kauf (AV 1996/VII) ,female,,1900,Kyrgyzstan,Tjan Shan,"Bel Karasu, Nordhang d. chrebet Saryzhas",,N,,all maxilla molars,enamel chipping off,20230626,0.023,34.000,20230627,,20230628,20,1,2,1,1,1.24e+08,20230724,18,11,7.94e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_287,NHM Vienna,20230222,2313,Ovis ammon,"Ernst Graf Hoyos-Sprinzenstein leg. et don. (AV 1911/V/(2)), am oberen Karai-chat zw. Ulan Daba/Ulaan Davaa und Suok/Sailjugem-Gebirge, Bayan-Oelgiy aimak, (W)Mongolia, China ",male,,1911,Mongolia,Bayan-�lgii,,,N,,all maxilla molars,enamel chipping off,20230626,0.015,11.200,20230627,,20230628,20,1,7,1,1,5.05e+08,20230724,18,11,2.99e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_288,NHM Vienna,20230222,2312/B 4894,Ovis ammon,Dr. G. v. Almasy leg. (*); Kauf (AV 1996/VII) ,male,,1900,Kyrgyzstan,Tjan Shan,"Csilun, E Terskej Alatau",,N,,all molars,,20230801,0.012,2.37,20230802,,20230810,20,1,12,6,6,1.17e+08,20230908,12,11,15500000,Pool D,5,Pool Z,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_289,NHM Vienna,20230222,2310/B 5642,Ovis ammon,Dr. G. v. Almasy leg. (*); Kauf (AV 1996/VII) ,male,,1900,Kyrgyzstan,Tjan Shan,"Bel Karasu, Nordhang d. chrebet Saryzhas",,N,,mandible molars,,20230801,0.016,10.5,20230802,Coloured,20230810,10,1,14,6,6,8990000,20230908,12,11,2.68e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_290,NHM Vienna,20230222,nicht invent. 1973/HR 85,Ovis ammon,Liniebschiffskapitaen K. Edl. V. Pfluegl (AV 1910/II/4) ,male,,1910,China,,Mountains west of Beijing,,N,,all maxilla molars,a bit dubious - dirty looking skull,20230816,0.02,11.6,20230818,,20230824,20,15,12,6,6,7.74e+08,20230908,12,11,1.01e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_291,NHM Vienna,20230222,2296/B 4895,Ovis ammon,G. v. Almasy leg. (*); Kauf 1906 (AV 1906/VII) ,male,,1900,Kyrgyzstan,Tjan Shan,"Mokatschi(-basi), chrebet Saryzhas",,N,,all maxilla molars,enamel chipping off,20230801,0.015,14,20230802,,20230810,20,1,15,6,6,2.83e+08,20230908,12,11,2.06e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_292,NHM Vienna,20230222,2297,Ovis ammon,Coll. Almasy-Summer (Kauf; AV/1906/VII) ,male,,1900,Kyrgyzstan,,Katschka Tor (Pass),,N,,,,20230801,0.009,1.85,20230802,,20230810,20,2,1,6,6,4.41e+08,20230908,12,11,5.53e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_C02,NHM Vienna,20230209,Environmental control,Environmental control,Swab of shelves carrying Capreolus capreolus and Sus scrofa ,,,,,,,,N,,,,20230710,NA,0.061,20230711,Not sure if properly mixed during incubation,20230809,20,9,14,5,5,3740000,20230907,12,11,5.61e+09,Pool C,1,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
MV_C03,NHM Vienna,20230223,Environmental control,Environmental control,Swab of shelves carrying Meles meles ,,,,,,,,N,,,,20230814,NA,0.313,20230815,,20230821,20,9,12,6,6,1710000,20230908,12,11,9.25e+08,Pool C,1,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
OME002.A,Ometepe Biological Field Station,NA,,Alouatta palliata,,,,2000-2013,Nicaragua,,Ometepe Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279400000,NA,NA,NA,NA,NA,NA,NA,NA,NextSeq 500,ENA,PRJEB34569,ERS3774378,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579792/ERR3579792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3579792/ERR3579792_2.fastq.gz,dba1029ca76e674d667209331baa93c6;f7fb4a1d866f206b64b89c14a9518ed5
OME003.A,Ometepe Biological Field Station,NA,,Alouatta palliata,,,,2000-2013,Nicaragua,,Ometepe Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3e+09,NA,NA,NA,NA,NA,NA,NA,NA,NextSeq 500,ENA,PRJEB34569,ERS3774379,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3579794/ERR3579794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3579794/ERR3579794_2.fastq.gz,3503f84c0d4de09623b0016de0a78aff;b419512eacd0016867c90f871ccc7707
OME005.A,Ometepe Biological Field Station,NA,,Alouatta palliata,,,,2000-2013,Nicaragua,,Ometepe Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75460000,NA,NA,NA,NA,NA,NA,NA,NA,NextSeq 500,ENA,PRJEB34569,ERS3774380,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579796/ERR3579796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3579796/ERR3579796_2.fastq.gz,aa6d3f9b986a4efe7b8769dbdbcdd454;ea3e1df7b205d3bdbc80cd4edb02fa91
OME007.A,Ometepe Biological Field Station,NA,,Alouatta palliata,,,,2000-2013,Nicaragua,,Ometepe Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6e+07,NA,NA,NA,NA,NA,NA,NA,NA,NextSeq 500,ENA,PRJEB34569,ERS3774381,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579798/ERR3579798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3579798/ERR3579798_2.fastq.gz,9564e787aa39f0ac9c0d9abb203a5656;bd20d8b4cbb5ac8bda3492adeba08b35
